RAZ Level,Book Title,单词1,单词2,单词3,单词4,单词5,单词6,单词7,单词8,单词9,单词10,单词11,单词12,单词13,单词14,单词15,单词16,单词17,单词18,单词19,单词20,单词21
E,I'd Like to Be,artist,astronaut,ballerina,cowboy,mermaid,pirate,clown,musician,zookeeper,,,,,,,,,,,,
E,我在马厩工作,外套,蹄,稳定的,摊位,拉紧,手表,,,,,,,,,,,,,,,
E,I Work at the Stables,coat,hoof,stable,stall,stretch,watch,,,,,,,,,,,,,,,
E,警察,犯罪,法律,官员,人们,警察,安全的,直接的,问题,交通,旅行,,,,,,,,,,,
E,Police Officers,crimes,laws,officers,people,police,safe,direct,problems,traffic,travel,,,,,,,,,,,
E,睡觉时间,床,刷子,饮料,睡衣,读,洗,衣服,脸,玻璃,手,牙齿,,,,,,,,,,
E,Time for Bed,bed,brushes,drinks,pajamas,reads,washes,clothes,face,glass,hands,teeth,,,,,,,,,,
E,冷静下来,生气的,呼吸,冷静的,情怀,慢慢地,思考,,,,,,,,,,,,,,,
E,Calming Down,angry,breathe,calm,feelings,slowly,think,,,,,,,,,,,,,,,
E,和爷爷在一起的一周,星期五,周一,周六,星期日,周四,周二,周三,,,,,,,,,,,,,,
E,A Week with Grandpa,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,,,,,,,,,,,,,,
E,尝试,再试一次,失败的,单杠,肌肉,更强,研究过,尝试过,分析,特点,,,,,,,,,,,,
E,Try,Try Again,failed,monkey bars,muscles,stronger,studied,tried,analyze,character,,,,,,,,,,,,
E,狼来了的男孩,哭了,骗子,羊,诡计,真相,狼,,,,,,,,,,,,,,,
E,The Boy Who Cried Wolf,cried,liars,sheep,trick,truth,wolf,,,,,,,,,,,,,,,
E,晚餐吃什么,熊,弯曲,鸟,可口的,青蛙,长颈鹿,草,绞刑,饥饿的,树叶,,,,,,,,,,,
E,What's for Dinner,bear,bending,bird,delicious,frog,giraffe,grass,hanging,hungry,leaves,,,,,,,,,,,
E,G兄弟,凝胶,妖精,风镜,华丽的,难的,柔软的,,,,,,,,,,,,,,,
E,The Brothers G,gel,goblins,goggles,gorgeous,hard,soft,,,,,,,,,,,,,,,
E,工作太多,身体,眼睛,绒毛,准备好,条纹,老虎,,,,,,,,,,,,,,,
E,Too Much Work,body,eyes,fluffs,ready,stripes,tiger,,,,,,,,,,,,,,,
E,麦迪喜欢游行,乐队,门,行进,游行,游行,楼梯,街道,,,,,,,,,,,,,,
E,Maddy Loves to March,band,door,march,marches,parade,stairs,street,,,,,,,,,,,,,,
E,生日快乐,障碍！,气球,生日,蛋糕,蜡烛,派对,礼物,,,,,,,,,,,,,,
E,Happy Birthday,Snag !,balloons,birthday,cake,candles,party,presents,,,,,,,,,,,,,,
E,醒来,熊 ！,醒,熊,书房,困,春天,冬天,,,,,,,,,,,,,,
E,Wake Up,Bear !,awake,bear,den,sleepy,spring,winter,,,,,,,,,,,,,,
E,小型拖船,船,拉,船舶,卡住,潜艇,拖船,,,,,,,,,,,,,,,
E,Tiny Tugboat,boats,pulls,ships,stuck,submarine,tugboat,,,,,,,,,,,,,,,
E,熊和袋鼠,抓住,爬,吃,跳,杂耍,举起,,,,,,,,,,,,,,,
E,Bear and Kangaroo,catch,climb,eat,hop,juggle,lift,,,,,,,,,,,,,,,
E,失控的雪球,大,休息,爬坡道,卷,滚雪球,雪人,,,,,,,,,,,,,,,
E,Runaway Snowball,bigger,breaks,hill,rolls,snowball,snowman,,,,,,,,,,,,,,,
E,卡洛斯的第一个万圣节,建筑,服装,鬼,万圣节,海盗,害怕的,对待,诡计,,,,,,,,,,,,,
E,Carlos's First Halloween,building,costumes,ghost,Halloween,pirate,scared,treat,trick,,,,,,,,,,,,,
E,一个甜蜜的故事,咀嚼,面团,混合的,卷起的,特别的,对待,,,,,,,,,,,,,,,
E,A Sweet Tale,chewing,dough,mixed,rolled,special,treat,,,,,,,,,,,,,,,
E,我的东西在哪里,分支机构,收集,弹珠,根,邮票,树干,问题,解决方案,,,,,,,,,,,,,
E,Where Are My Things,Branches,collecting,marbles,roots,stamp,trunk,problem,solution,,,,,,,,,,,,,
E,佐茨去上学,表现,重点,学习,听,尝试,工作,,,,,,,,,,,,,,,
E,Zots Goes to School,behave,focus,learn,listen,try,work,,,,,,,,,,,,,,,
E,Zots 学习演奏,反对,打破,创造,规则,秋千,触摸,,,,,,,,,,,,,,,
E,Zots Learns to Play,against,breaking,create,rules,swings,touches,,,,,,,,,,,,,,,
E,在海里,唱歌,狩猎,漂浮物,游泳,休息,吠叫,爬行,滑行,睡觉,居住,,,,,,,,,,,
E,In the Sea,sings,hunts,floats,swims,rests,barks,crawls,glides,sleeps,live,,,,,,,,,,,
E,兽医,破碎的,裂缝,发烧,蹄,爪子,壳,,,,,,,,,,,,,,,
E,The Vet,broken,crack,fever,hoof,paw,shell,,,,,,,,,,,,,,,
E,我想成为,艺术家,宇航员,芭蕾舞演员,牛仔,美人鱼,海盗,,,,,,,,,,,,,,,
E,I'd Like To Be,artist,astronaut,ballerina,cowboy,mermaid,pirate,,,,,,,,,,,,,,,
E,警察,犯罪,法律,官员,人们,警察,安全的,,,,,,,,,,,,,,,
E,Police Officers,crimes,laws,officers,people,police,safe,,,,,,,,,,,,,,,
F,鹅群,羊群与谋杀,殖民地,鹅群,收集,团体,一群,谋杀,盒,荚,打,,,,,,,,,,,
F,Gaggle,Herd and Murder,colony,gaggle,gather,groups,herd,murder,pack,pod,smack,,,,,,,,,,,
F,食物链,空气,动物,植物,土壤,阳光,水,,,,,,,,,,,,,,,
F,The Food Chain,air,animals,plants,soil,sunlight,water,,,,,,,,,,,,,,,
F,在中国花园里,中国人,花园,高兴的,镜子,岩石,站立,强的,树,水,,,,,,,,,,,,
F,In a Chinese Garden,Chinese,garden,glad,mirror,rocks,stand,strong,trees,water,,,,,,,,,,,,
F,夜间动物,积极的,抓住,打猎,花蜜,感官,特别的,,,,,,,,,,,,,,,
F,Night Animals,active,catch,hunt,nectar,senses,special,,,,,,,,,,,,,,,
F,有些鸟走了,鸟类,群,迁移,回报,存活,冬天,,,,,,,,,,,,,,,
F,Some Birds Go,birds,flock,migrate,returns,survive,winter,,,,,,,,,,,,,,,
F,动物爸爸,关心,爸爸们,生长,守卫,帮助,年轻的,,,,,,,,,,,,,,,
F,Animal Dads,cares,dads,grow,guards,help,young,,,,,,,,,,,,,,,
F,在水坑,喝,群,盒,游行,稀树草原,水坑,,,,,,,,,,,,,,,
F,At the Watering Hole,drink,flock,pack,parade,savanna,watering hole,,,,,,,,,,,,,,,
F,贝壳,起疙瘩的,软体动物,保护,贝壳,骨骼,斑,,,,,,,,,,,,,,,
F,Seashells,bumpy,mollusks,protect,shells,skeleton,spotted,,,,,,,,,,,,,,,
F,他们如何移动,动物,武器,鳍,脚蹼,腿,强的,翅膀,,,,,,,,,,,,,,
F,How Do They Move,animals,arms,fins,flippers,legs,strong,wings,,,,,,,,,,,,,,
F,谁需要雨,农作物,水坝,消防员,商品,力量,想知道,,,,,,,,,,,,,,,
F,Who Needs Rain,crops,dams,firefighters,goods,power,wondered,,,,,,,,,,,,,,,
F,今天的天气如何,季节,阵雨,暴风雨的,天气,有风的,,,,,,,,,,,,,,,,
F,How is the Weather Today,seasons,showers,stormy,weather,windy,,,,,,,,,,,,,,,,
F,最好的朋友,敌人,朋友们,发出嘶嘶声,百合,赛跑,老虎,醒来,,,,,,,,,,,,,,
F,Best of Friends,enemies,friends,hissed,Lily,raced,Tiger,waking,,,,,,,,,,,,,,
F,那个壳里有什么,盔甲,珍珠,寄居蟹,漩涡状的,牡蛎,龟,,,,,,,,,,,,,,,
F,What's in That Shell,armor,pearl,hermit crab,swirled,oyster,tortoise,,,,,,,,,,,,,,,
F,冬眠,动物,呼吸,心,休眠,安全的,睡觉,,,,,,,,,,,,,,,
F,Hibernation,animals,breathe,hearts,hibernate,safe,sleep,,,,,,,,,,,,,,,
F,尝尝这个,苦的,羽衣甘蓝,咸,酸的,甜的。,品尝,,,,,,,,,,,,,,,
F,Taste This,bitter,kale,salty,sour,sweet.,taste,,,,,,,,,,,,,,,
F,色轮颜色,色轮,补充,原色,次要颜色,色调,色调,,,,,,,,,,,,,,,
F,Color Wheel Colors,color wheel,complementary,primary colors,secondary colors,shades,tints,,,,,,,,,,,,,,,
F,电池电量！,电池,带电,化学品,电,活力,力量,,,,,,,,,,,,,,,
F,Battery Power ！,batteries,charged,chemicals,electricity,energy,power,,,,,,,,,,,,,,,
F,看看化石,线索,形式,化石,活的,过去的,石质的,,,,,,,,,,,,,,,
F,A Look at Fossils,clues,form,fossils,living,past,stony,,,,,,,,,,,,,,,
F,隧道,避免,隐,狭窄的,段落,管道,安全地,,,,,,,,,,,,,,,
F,Tunnels,avoid,hidden,narrow,passages,pipes,safely,,,,,,,,,,,,,,,
F,在月球上,陨石坑,重力,脚印,月亮,保护,套装,,,,,,,,,,,,,,,
F,On the Moon,craters,gravity,footprints,Moon,protect,suit,,,,,,,,,,,,,,,
F,小丑脸,脸颊,眉毛,眼睑,脸,嘴,鼻子,,,,,,,,,,,,,,,
F,A Clown Face,cheeks,eyebrows,eyelids,face,mouth,nose,,,,,,,,,,,,,,,
F,手电筒皮影秀,裂缝,手电筒,航班,嚎叫,阴影,摆动,,,,,,,,,,,,,,,
F,Flashlight Shadow Show,crack,flashlights,flight,howls,shadow,wiggles,,,,,,,,,,,,,,,
F,星星里的朋友,看,星星,鹰,龙,蛇,狐狸,公平的,国王,漂亮的,女王,白色的,天鹅,小的,熊,离开,,,,,,
F,Friends in the Stars,see,stars,eagle,dragon,snake,fox,fair,king,pretty,queen,white,swan,little,bear,away,,,,,,
F,它沉还是浮,苹果,漂浮,高尔夫球,大理石,一分钱,下沉,水,西瓜,,,,,,,,,,,,,
F,Does it Sink or Float,apple,float,golf,marble,penny,sink,water,watermelon,,,,,,,,,,,,,
F,跟随地图,罗盘,东方,地图,北,南,西方,,,,,,,,,,,,,,,
F,Following the Map,compass,east,map,north,south,west,,,,,,,,,,,,,,,
F,加倍,爬,哭了,双倍的,里面,看起来,麻烦,,,,,,,,,,,,,,,
F,Double It,climb,cried,double,inside,looked,trouble,,,,,,,,,,,,,,,
F,讲故事的斯特拉,曲奇饼,甜点,解释了,左边,玩耍约会,已保存,,,,,,,,,,,,,,,
F,Stella Storyteller,cookies,dessert,explained,left,playdate,saved,,,,,,,,,,,,,,,
F,公主前缀,迷惑,消失,不可能的,废话,超载,前缀,,,,,,,,,,,,,,,
F,Princess Prefix,confuse,disappear,impossible,nonsense,overload,prefix,,,,,,,,,,,,,,,
F,你来自印度吗,外套,著名的,印度,毛茸茸,鼻子,点,,,,,,,,,,,,,,,
F,Are You From India,coat,famous,India,shaggy,snout,spot,,,,,,,,,,,,,,,
F,雪橇,弯曲,滑行,骑手,驾驶,追踪,旅行,,,,,,,,,,,,,,,
F,Sleds,bends,glides,riders,steer,track,travel,,,,,,,,,,,,,,,
F,皮纳塔很有趣,聚会,皮纳塔,形状,纺成的,摇摆,款待,,,,,,,,,,,,,,,
F,Pinatas Are Fun,parties,pinatas,shapes,spun,swinging,treats,,,,,,,,,,,,,,,
F,在机场,航空公司,飞机场,报到,飞机,搜索过,旅行者,,,,,,,,,,,,,,,
F,At the Airport,airline,airport,check in,planes,searched,travelers,,,,,,,,,,,,,,,
F,摩托车,舒服的,头盔,摩托车,种族,追踪,交通,,,,,,,,,,,,,,,
F,Motorcycles,comfortable,helmets,motorcycle,race,track,traffic,,,,,,,,,,,,,,,
F,你来自巴西吗,账单,巴西,昆虫,鬃毛,毒,啮齿动物,,,,,,,,,,,,,,,
F,Are You From Brazil,bill,Brazil,insects,mane,poison,rodent,,,,,,,,,,,,,,,
F,谢谢大家,落下,农民,所有者,谢谢,感恩,工人,,,,,,,,,,,,,,,
F,Thank You Everyone,fall,farmer,owner,thank you,Thanksgiving,workers,,,,,,,,,,,,,,,
F,母亲节,装饰,悄悄,争夺,嘶嘶声,潜行,特别的,,,,,,,,,,,,,,,
F,Mother's Day,decorate,quietly,scramble,sizzle,sneak,special,,,,,,,,,,,,,,,
F,鱼缸乐趣,外星人,宇航员,鱼缸,假装,潜艇,战士,,,,,,,,,,,,,,,
F,Fishtank Fun,alien,astronaut,fishtank,pretend,submarine,warrior,,,,,,,,,,,,,,,
F,孵化蛋,小鸡,裂缝,鸡蛋,孵化,孵化器,标记,,,,,,,,,,,,,,,
F,Hatching Eggs,chicks,cracks,eggs,hatch,incubator,mark,,,,,,,,,,,,,,,
F,卡斯卡罗内斯,庆祝,五彩纸屑,裂缝,蛋壳,充满,绘,,,,,,,,,,,,,,,
F,Cascarones,celebrate,confetti,crack,eggshells,fill,painted,,,,,,,,,,,,,,,
F,消防员,火,消防员,梯子,安全,抽烟,工具,,,,,,,,,,,,,,,
F,Firefighters,fire,firefighters,ladders,safety,smoke,tools,,,,,,,,,,,,,,,
F,奇怪的白宫宠物,住过,奇怪的,宠物,总统,白宫,动物园,,,,,,,,,,,,,,,
F,Weird White House Pets,lived,odd,pets,presidents,White House,zoo,,,,,,,,,,,,,,,
F,看电影,表现,欢呼,电影,准备好,剧院,门票,,,,,,,,,,,,,,,
F,At the Movies,behave,cheer,movies,ready,theater,tickets,,,,,,,,,,,,,,,
F,向日葵小屋,足够的,小屋,植物,屋顶,种子,向日葵,,,,,,,,,,,,,,,
F,The Sunflower Hut,enough,hut,plant,roof,seeds,sunflower,,,,,,,,,,,,,,,
F,和爷爷一起钓鱼,船,鱼,钩,湖,极,蠕虫,,,,,,,,,,,,,,,
F,Fishing with Grandpa,boat,fish,hook,lake,pole,worms,,,,,,,,,,,,,,,
F,我们的露营之旅,野营,烹饪用具,钓鱼,图片,睡袋,帐篷,,,,,,,,,,,,,,,
F,Our Camping Trip,camping,cooking gear,fishing,picture,sleeping bags,tent,,,,,,,,,,,,,,,
F,卡车运输,携带,送货,倾倒,消防车,平板,垃圾,重的,工作,捡起,特别的,拖车,垃圾,卡车,,,,,,,,
F,Trucking,carry,delivery,dump,fire truck,flatbed,garbage,heavy,job,pickup,special,tow truck,trash,truck,,,,,,,,
F,打扫我的房间,衣服,寻找,帮助,桩,房间,种类,,,,,,,,,,,,,,,
F,Cleaning My Room,clothes,find,help,pile,room,sort,,,,,,,,,,,,,,,
F,暴风雪,更深,落下,快点,房子,嘴,外部,雪,舌头,,,,,,,,,,,,,
F,The Snowstorm,deeper,fall,faster,house,mouths,outside,snow,tongues,,,,,,,,,,,,,
F,我们班旗,最喜欢的,旗帜,缩写,派对,季节,象征,,,,,,,,,,,,,,,
F,Our Class Flag,favorite,flag,initials,party,season,symbol,,,,,,,,,,,,,,,
F,乔什戴上眼镜,牛仔,医生,消防员,眼镜,人们,警察,,,,,,,,,,,,,,,
F,Josh Gets Glasses,cowboys,doctor,firefighters,glasses,people,police officers,,,,,,,,,,,,,,,
F,詹姆斯的工作,数过的,赚,钱,自豪的,耙,杂草,,,,,,,,,,,,,,,
F,Jobs for James,counted,earn,money,proud,rake,weeds,,,,,,,,,,,,,,,
F,使用更少的能源,空调,洗碗机,烘干机,活力,较少的,重用,节省,淋浴,,,,,,,,,,,,,
F,Using Less Energy,air conditioner,dishwasher,dryer,energy,less,re-using,save,shower,,,,,,,,,,,,,
F,我需要一个下雪天,薄片,重要的,紧张的,跑步,研究过,地铁,,,,,,,,,,,,,,,
F,I Need a Snow Day,flake,important,nervous,run,studied,subways,,,,,,,,,,,,,,,
F,超级节俭,看,过时的,飘带,超级英雄,旧货店,用过的,,,,,,,,,,,,,,,
F,Super Thrift,look,outgrown,streamers,superhero,thrift store,used,,,,,,,,,,,,,,,
F,斋月来了,奖项,庆祝,工艺,假期,诗,斋月,,,,,,,,,,,,,,,
F,Ramadan is Here,awards,celebrate,crafts,holiday,poems,Ramadan,,,,,,,,,,,,,,,
F,攀岩,巨石,勇敢的,小心,攀登,头盔,保护,,,,,,,,,,,,,,,
F,Rock Climbing,boulders,brave,carefully,climbing,helmet,protect,,,,,,,,,,,,,,,
F,许多道路,角落,死胡同,到处,过山车,隧道,风,,,,,,,,,,,,,,,
F,Many Roads,corners,dead end,everywhere,roller coaster,tunnel,winds,,,,,,,,,,,,,,,
F,选举日,摊位,改变,数数,选举日,贴纸,投票,,,,,,,,,,,,,,,
F,Election Day,booths,change,count,Election Day,stickers,vote,,,,,,,,,,,,,,,
F,最后一块蛋糕,甜点,狼吞虎咽,抢夺,邀请,问题,飙升,,,,,,,,,,,,,,,
F,The Last Piece of Cake,dessert,gobbles,grabs,invited,problem,soars,,,,,,,,,,,,,,,
F,如何制作雪人,添加,细节,第一的,皱眉,材料,中间,需要,人,第二,较小,微笑着,雪,补给品,第三,,,,,,,
F,How To Make A Snow Person,add,details,first,frowning,materials,middle,need,person,second,smaller,smiling,snow,supplies,third,,,,,,,
F,聪明的乌鸦,保卫,拿来,收集,保护,解决,工具,,,,,,,,,,,,,,,
F,Smart Crows,defend,fetch,gather,protect,solve,tools,,,,,,,,,,,,,,,
F,社区工作者,社区,递送,医生,消防队员,健康,软管,邮递员,安全的,温度计,工人,,,,,,,,,,,
F,Community Workers,community,deliver,doctor,firefighter,healthy,hose,mail carrier,safe,thermometer,workers,,,,,,,,,,,
F,我是体操运动员,平衡,光束,体操运动员,分裂,拉紧,蹦床,,,,,,,,,,,,,,,
F,I Am a Gymnast,balance,beam,gymnast,split,stretch,trampoline,,,,,,,,,,,,,,,
F,我们做瑜伽,拱,平衡,眼镜蛇,姿势,抵达,瑜伽,,,,,,,,,,,,,,,
F,We Do Yoga,arch,balance,cobra,pose,reach,yoga,,,,,,,,,,,,,,,
F,季节变化,冷却器,循环,落下,热的,更长,融化,季节,更短,雪,春天,夏天,更温暖,天气,冬天,,,,,,,
F,Changing Seasons,cooler,cycle,fall,hot,longer,melts,season,shorter,snow,spring,summer,warmer,weather,winter,,,,,,,
F,卢氏流感,疼痛,流感,呻吟,呻吟,打喷嚏,喘息,,,,,,,,,,,,,,,
F,Lou's Flu,aching,flu,groaning,moaning,sneezing,wheezing,,,,,,,,,,,,,,,
F,像猪一样吃东西,抓住了,礼仪,餐巾,啜饮,啜饮的,擦掉了,,,,,,,,,,,,,,,
F,Eat Like a Pig,grabbed,manners,napkin,sipped,slurped,wiped,,,,,,,,,,,,,,,
F,给我两个,为您准备的一份,大,平等的,疯狂的,桩,分享,分裂,,,,,,,,,,,,,,
F,Two for Me,One for You,bigger,equal,mad,piles,share,split,,,,,,,,,,,,,,
F,玻璃吹制,美丽的,碗,气泡,颜色,玻璃,玻璃吹制工,粘糊糊的,烤箱,管道,桌子,工具,,,,,,,,,,
F,Glassblowing,beautiful,bowl,bubble,colors,glass,glassblower,gooey,oven,pipe,table,tools,,,,,,,,,,
F,超级零,甜甜圈,伟大的,数字,更强,十,零,,,,,,,,,,,,,,,
F,SuperZero,doughnuts,great,numbers,stronger,ten,zero,,,,,,,,,,,,,,,
F,朱佩的宠物,外国人,衣领,恐龙,食物,蛇,玩具,水,,,,,,,,,,,,,,
F,A Pet for Jupe,alien(s),collar,dinosaur,food,snake,toy,water,,,,,,,,,,,,,,
F,农场的朋友,动物,鸡,来了,曲奇饼,农场,栅栏,奶奶的,爷爷的,马匹,滑板公园,某人,,,,,,,,,,
F,Farm Friends,animals,chickens,comes,cookies,farm,fences,grandma’s,grandpa’s,horses,skatepark,someone,,,,,,,,,,
F,需求和愿望,呼吸,衣服,外套,晚餐,喝,风筝,柠檬水,面食,风暴,冬天,,,,,,,,,,,
F,Needs and Wants,breathe,clothing,coat,dinner,drink,kite,lemonade,pasta,storm,winter,,,,,,,,,,,
F,怪物读书伙伴,问,重的,图书馆,海盗,堆栈,车皮,鲸,窗户,,,,,,,,,,,,,
F,Monster Reading Buddies,asks,heavy,library,pirate,stacks,wagon,whale,window,,,,,,,,,,,,,
F,三只小猪,吹,气呼呼地,敲了,膨化的,稻草,警告,,,,,,,,,,,,,,,
F,The Three Little Pigs,blow,huffed,knocked,puffed,straw,warned,,,,,,,,,,,,,,,
F,巨型萝卜,让步,爆裂,抓住了,堆,发芽了,芜菁,,,,,,,,,,,,,,,
F,The Giant Turnip,budge,burst,grabbed,heap,sprouted,turnip,,,,,,,,,,,,,,,
F,乌龟和兔子,吹牛,野兔,通过了,种族,稳定的,龟,,,,,,,,,,,,,,,
F,The Tortoise and the Hare,brag,hare,passed,race,steady,tortoise,,,,,,,,,,,,,,,
F,先生后缀,吸引人的,友好的,无害,下雨的,后缀,有用,,,,,,,,,,,,,,,
F,Sir Suffix,attractive,friendly,harmless,rainy,suffix,useful,,,,,,,,,,,,,,,
F,你还好吗,跌倒了,帮助,钩,挂,好的,课间休息,,,,,,,,,,,,,,,
F,Are You Okay,fell,help,hook,hung,okay,recess,,,,,,,,,,,,,,,
F,四个朋友,听到,有帮助的,噪音,保护,赶了,一起,,,,,,,,,,,,,,,
F,Four Friends,heard,helpful,noise,protect,shooed,together,,,,,,,,,,,,,,,
F,害怕的乌鸦,玉米,农民,吓,稻草人,拖拉机,风,,,,,,,,,,,,,,,
F,Scaredy Crow,corn,farmer,scare,scarecrow,tractor,wind,,,,,,,,,,,,,,,
F,幼崽在哪里,幼兽,寻找,蜂蜜,丢失的,见过,担心,,,,,,,,,,,,,,,
F,Where Is Cub,cub,find,honey,missing,seen,worried,,,,,,,,,,,,,,,
F,与佐格捉迷藏,好奇的,窗帘,多汁的,踢球,尼克斯队,沙发,踮起脚尖,,,,,,,,,,,,,,
F,Hide and Seek with Zog,curious,drapes,juicy,kickball,knocks,sofa,tiptoes,,,,,,,,,,,,,,
F,Zots 帮忙,家务事,干净的,快点,帮助,抛掷,垃圾,,,,,,,,,,,,,,,
F,Zots Helps Out,chores,clean,faster,help,tosses,trash,,,,,,,,,,,,,,,
F,烘焙义卖,烘焙义卖,破碎的,固定的,蛋挞,款待,沮丧的,,,,,,,,,,,,,,,
F,Bake Sale,bake sale,broken,fixed,tarts,treats,upset,,,,,,,,,,,,,,,
F,阻止它 Zots,木板,无聊的,反弹,假装,悄悄,摇滚出来,,,,,,,,,,,,,,,
F,Stop It Zots,board,bored,bounces,pretend,quietly,rocks out,,,,,,,,,,,,,,,
F,为什么要锻炼,锻炼,健康,饥饿的,情绪,拉紧,汗,,,,,,,,,,,,,,,
F,Why Exercise,exercise,healthy,hungry,mood,stretch,sweat,,,,,,,,,,,,,,,
G,我们去马戏团吧！,马戏团,地壳,大象,柠檬水,猴,比萨,糖,渴,,,,,,,,,,,,,
G,Let's Go to the Circus!,circus,crust,elephants,lemonade,monkey,pizza,sugar,thirsty,,,,,,,,,,,,,
G,一颗种子长大了,花朵,树叶,植物,根,种子,干,,,,,,,,,,,,,,,
G,A Seed Grows,flowers,leaves,plant,roots,seed,stem,,,,,,,,,,,,,,,
G,动物的眼睛,动物,蜻蜓,眼睛,蜥蜴,猫头鹰,蜘蛛,,,,,,,,,,,,,,,
G,Animal Eyes,animals,dragonfly,eyes,lizard,owl,spider,,,,,,,,,,,,,,,
G,豆豆和失踪的熊,毛线帽,熊,毯子,椅子,乔普斯,克莱尔,丹尼,侦探,谜团（谜团）,姐姐,奇怪的,,,,,,,,,,
G,Beanie and the Missing Bear,Beanie,bear,blanket,chair,Chomps,Clare,Danny,detective,mysteries (mystery),sister,strange,,,,,,,,,,
G,标志无处不在,广告,迹象,警告,绕线,,,,,,,,,,,,,,,,,
G,Signs Are Everywhere,advertise,signs,warnings,winding,,,,,,,,,,,,,,,,,
G,卡洛斯加入球队,棒球,抓住,加入,错过,手套,团队,手表,,,,,,,,,,,,,,
G,Carlos Joins the Team,baseball,catch,join,miss,mitt,team,watch,,,,,,,,,,,,,,
G,比利迷路了,比利,追逐,艾美奖,农场,拿来,场地,房子,街道,,,,,,,,,,,,,
G,Billy Gets Lost,Billy,chases,Emmy,farm,fetch,field,house,street,,,,,,,,,,,,,
G,邦克的噩梦,邦克,梦想,跳棋,雏菊,电影,障碍,牙齿,霸王龙,,,,,,,,,,,,,
G,Bonk's Bad Dream,Bonk,dream(s),checkers,daisies,movie,Snag,teeth,T-Rex,,,,,,,,,,,,,
G,去看牙医,干净的,牙医,填充,办公室,问题,工具,,,,,,,,,,,,,,,
G,Going To the Dentist,clean,dentist,filling,office,problem,tools,,,,,,,,,,,,,,,
G,去看医生,血压,清理,袖口,医生,高度,重量,,,,,,,,,,,,,,,
G,Going To the Doctor,blood pressure,checkup,cuff,doctor,height,weight,,,,,,,,,,,,,,,
G,戈登找到了自己的出路,课堂,地面,大厅,左边,正确的,楼梯,,,,,,,,,,,,,,,
G,Gordon Finds His Way,classroom,floor,hall,left,right,stairs,,,,,,,,,,,,,,,
G,六步种植西红柿,盛开,新鲜的,幼苗,土壤,赌注,可口,西红柿,移植,,,,,,,,,,,,,
G,Grow Tomatoes In Six Steps,bloom,fresh,seedling,soil,stake,tasty,tomatoes,transplant,,,,,,,,,,,,,
G,如何制作吉他,夹子,设计,努力,吉他,沙子,痕迹,,,,,,,,,,,,,,,
G,How To Build A Guitar,clamps,design,effort,guitar,sands,traces,,,,,,,,,,,,,,,
G,我打赌我可以,山羊,抓住了,鹰,袋鼠,睡觉,折断,溅,啪嗒啪嗒,朝向,冬天,,,,,,,,,,,
G,I Bet I Can,goat,grabbed,hawk,kangaroo,sleep,snap,splash,splat,toward,winter,,,,,,,,,,,
G,很久以前和今天,棋盘游戏,听过,塑料,视频游戏,木制的,年轻的,,,,,,,,,,,,,,,
G,Long Ago and Today,board games,listened,plastic,video games,wooden,young,,,,,,,,,,,,,,,
G,看看这本书,自传,传,幻想,信息性的,神秘,科幻小说,,,,,,,,,,,,,,,
G,Look At This Book,Autobiography,biography,fantasy,informational,mystery,science fiction,,,,,,,,,,,,,,,
G,怪物暴风雨天,马戏团,牛仔,手电筒,闪电,怪物,椭圆形,皮影戏,暴风雨的,雷,,,,,,,,,,,,
G,Monsters Stormy Day,circus,cowboys,flashlight,lightning,monsters,oval,shadow puppets,stormy,thunder,,,,,,,,,,,,
G,新规则,捉迷藏,其他的,准备好,规则,寻找,挨饿,,,,,,,,,,,,,,,
G,New Rule,hide-and-seek,others,ready,rule,seek,starving,,,,,,,,,,,,,,,
G,粗鲁的机器人,打嗝,学到了,礼仪,机器人,粗鲁的,转动,,,,,,,,,,,,,,,
G,Rude Robot,burped,learned,manners,robot,rude,turn,,,,,,,,,,,,,,,
G,斯托明戈！,独自的,火烈鸟,朋友,河马,鹳,奇怪的,,,,,,,,,,,,,,,
G,Stormingo!,alone,flamingo,friend,hippopotamus,stork,strange,,,,,,,,,,,,,,,
G,骆驼和猪,赌注,骆驼,驼峰,猪,短的,高的,,,,,,,,,,,,,,,
G,The Camel and the Pig,bet,camel,hump,pig,short,tall,,,,,,,,,,,,,,,
G,追逐,沟,逃脱了,场地,跳跃,草地,支撑,,,,,,,,,,,,,,,
G,The Chase,ditch,escaped,field,leapt,meadow,shore,,,,,,,,,,,,,,,
G,一天中的时间,下午,晚上,早晨,点钟,时间,明天,,,,,,,,,,,,,,,
G,Time Of Day,afternoon,evening,morning,o’clock,time,tomorrow,,,,,,,,,,,,,,,
G,巨魔桥,比利山羊,桥,经过,哼了一声,扔掉,巨魔,,,,,,,,,,,,,,,
G,Troll Bridge,billy goat,bridge,pass,snorted,tossed,troll,,,,,,,,,,,,,,,
G,我们建造了一个机器人,电池,生日,破碎的,机器人,惊喜,工具,,,,,,,,,,,,,,,
G,We Build A Robot,batteries,birthday,broken,robot,surprise,tools,,,,,,,,,,,,,,,
G,哈里特·塔布曼,勇敢的,小心,捕捉,危险,逃脱了,奴隶制,,,,,,,,,,,,,,,
G,Harriet Tubman,brave,careful,caught,danger,escaped,slavery,,,,,,,,,,,,,,,
